Price,Close
Ticker,CSCO
Date,
2025-02-05,61.085784912109375
2025-02-06,60.79290771484375
2025-02-07,60.79290771484375
2025-02-10,61.32009506225586
2025-02-11,60.9491081237793
2025-02-12,61.04673385620117
2025-02-13,62.325660705566406
2025-02-14,63.33123016357422
2025-02-18,63.057865142822266
2025-02-19,63.30193328857422
2025-02-20,63.13597869873047
2025-02-21,62.46234130859375
2025-02-24,61.739898681640625
2025-02-25,62.745460510253906
2025-02-26,62.55997085571289
2025-02-27,62.29637908935547
2025-02-28,62.58926010131836
2025-03-03,61.97420120239258
2025-03-04,61.759422302246094
2025-03-05,62.442813873291016
2025-03-06,61.90586471557617
2025-03-07,62.42329025268555
2025-03-10,60.587886810302734
2025-03-11,59.23085403442383
2025-03-12,59.02583694458008
2025-03-13,58.25457763671875
2025-03-14,59.06489181518555
2025-03-17,59.44563293457031
2025-03-18,58.869632720947266
2025-03-19,59.67018127441406
2025-03-20,59.18204116821289
2025-03-21,58.869632720947266
2025-03-24,59.52374267578125
2025-03-25,59.543270111083984
2025-03-26,60.33405303955078
2025-03-27,59.94354248046875
2025-03-28,59.416351318359375
2025-03-31,60.24618148803711
2025-04-01,60.33405303955078
2025-04-02,60.35357666015625
2025-04-03,56.3241081237793
2025-04-04,53.60176086425781
2025-04-07,53.4739990234375
2025-04-08,52.27498245239258
2025-04-09,57.1300048828125
2025-04-10,55.61649703979492
2025-04-11,56.34376907348633
2025-04-14,56.42238998413086
2025-04-15,56.21600341796875
2025-04-16,54.80077362060547
2025-04-17,54.80077362060547
2025-04-21,53.43468475341797
2025-04-22,54.093162536621094
2025-04-23,54.673011779785156
2025-04-24,55.321659088134766
2025-04-25,55.734432220458984
2025-04-28,55.8621940612793
2025-04-29,56.35359573364258
2025-04-30,56.73688507080078
2025-05-01,57.12017059326172
2025-05-02,58.309364318847656
2025-05-05,58.299530029296875
2025-05-06,58.20125198364258
2025-05-07,58.545230865478516
2025-05-08,58.682823181152344
2025-05-09,58.741790771484375
2025-05-12,60.609100341796875
2025-05-13,60.71721267700195
2025-05-14,60.23564147949219
2025-05-15,63.1545524597168
2025-05-16,62.52555847167969
2025-05-19,62.820396423339844
2025-05-20,62.32899856567383
2025-05-21,62.11278533935547
2025-05-22,62.27003479003906
2025-05-23,62.02433395385742
2025-05-27,62.653324127197266
2025-05-28,62.2503776550293
2025-05-29,61.96536636352539
2025-05-30,61.955535888671875
2025-06-02,62.75160217285156
2025-06-03,63.25283432006836
2025-06-04,63.28231430053711
2025-06-05,63.508358001708984
2025-06-06,64.923583984375
2025-06-09,64.7663345336914
2025-06-10,64.02924346923828
2025-06-11,63.085758209228516
2025-06-12,63.980098724365234
2025-06-13,62.98746871948242
2025-06-16,64.38304901123047
2025-06-17,64.20613861083984
2025-06-18,64.70735931396484
2025-06-20,65.17911529541016
2025-06-23,66.22087097167969
2025-06-24,66.72209930419922
2025-06-25,67.0169448852539
2025-06-26,67.76387023925781
2025-06-27,67.46903228759766
2025-06-30,68.18647003173828
2025-07-01,67.91128540039062
2025-07-02,67.4100570678711
2025-07-03,68.58663177490234
2025-07-07,68.15159606933594
