Price,Close
Ticker,CSCO
Date,
2025-07-08,67.8154296875
2025-07-09,68.48774719238281
2025-07-10,67.98351287841797
2025-07-11,67.18265533447266
2025-07-14,67.05413055419922
2025-07-15,66.4213638305664
2025-07-16,66.60921478271484
2025-07-17,67.5287094116211
2025-07-18,67.28153991699219
2025-07-21,67.56825256347656
2025-07-22,67.39029693603516
2025-07-23,67.84510040283203
2025-07-24,67.5188217163086
2025-07-25,67.914306640625
2025-07-28,67.15299987792969
2025-07-29,67.19254302978516
2025-07-30,67.5089340209961
2025-07-31,67.31119537353516
2025-08-01,66.35214233398438
2025-08-04,67.71656036376953
2025-08-05,66.75751495361328
2025-08-06,68.42842864990234
2025-08-07,69.11064147949219
2025-08-08,70.97929382324219
2025-08-11,69.8719482421875
2025-08-12,70.57392120361328
2025-08-13,69.60499572753906
2025-08-14,68.51742553710938
2025-08-15,65.4524154663086
2025-08-18,66.19395446777344
2025-08-19,66.006103515625
2025-08-20,66.35214233398438
2025-08-21,66.2631607055664
2025-08-22,66.55977630615234
2025-08-25,66.38180541992188
2025-08-26,67.61769104003906
2025-08-27,67.66712951660156
2025-08-28,68.64595031738281
2025-08-29,68.30978393554688
2025-09-02,67.03435516357422
2025-09-03,66.90582275390625
2025-09-04,67.22220611572266
2025-09-05,66.14452362060547
2025-09-08,66.12474060058594
2025-09-09,66.57954406738281
2025-09-10,67.36062622070312
2025-09-11,66.92559814453125
2025-09-12,65.77869415283203
2025-09-15,66.2631607055664
2025-09-16,66.17417907714844
2025-09-17,66.95526123046875
2025-09-18,67.9044189453125
2025-09-19,67.43972778320312
2025-09-22,66.98492431640625
2025-09-23,66.77729034423828
2025-09-24,66.55977630615234
2025-09-25,67.08378601074219
2025-09-26,66.46090698242188
2025-09-29,66.95526123046875
2025-09-30,67.64734649658203
2025-10-01,67.97362518310547
2025-10-02,67.53858947753906
2025-10-03,67.55848693847656
2025-10-06,68.54322814941406
2025-10-07,68.62279510498047
2025-10-08,69.9556655883789
2025-10-09,69.58763122558594
2025-10-10,67.57838439941406
2025-10-13,67.10093688964844
2025-10-14,68.2945556640625
2025-10-15,69.14997100830078
2025-10-16,68.72225952148438
2025-10-17,69.75672149658203
2025-10-20,70.27396392822266
2025-10-21,70.34358978271484
2025-10-22,70.2839126586914
2025-10-23,69.89598083496094
2025-10-24,70.25406646728516
2025-10-27,71.01001739501953
2025-10-28,72.23347473144531
2025-10-29,70.9503402709961
2025-10-30,72.52193450927734
2025-10-31,72.72086334228516
2025-11-03,74.0537338256836
2025-11-04,71.93507385253906
2025-11-05,71.71623992919922
2025-11-06,70.6618881225586
2025-11-07,70.69172668457031
2025-11-10,71.70629119873047
2025-11-11,71.32831573486328
2025-11-12,73.56634521484375
2025-11-13,76.9681396484375
2025-11-14,77.5848388671875
2025-11-17,77.36601257324219
2025-11-18,76.95819854736328
2025-11-19,77.97276306152344
2025-11-20,75.03846740722656
2025-11-21,75.69495391845703
2025-11-24,75.8342056274414
2025-11-25,75.91378021240234
2025-11-26,75.66510772705078
2025-11-28,76.53048706054688
2025-12-01,75.63526916503906
2025-12-02,76.46085357666016
2025-12-03,77.33616638183594
2025-12-04,77.34611511230469
2025-12-05,77.55500030517578
2025-12-08,78.44026184082031
2025-12-09,79.08680725097656
2025-12-10,79.82286071777344
2025-12-11,78.84807586669922
2025-12-12,77.38591003417969
2025-12-15,77.83351135253906
2025-12-16,77.13723754882812
2025-12-17,75.5954818725586
2025-12-18,76.5404281616211
2025-12-19,78.00260162353516
2025-12-22,77.69425201416016
2025-12-23,77.60472869873047
2025-12-24,77.60472869873047
2025-12-26,77.74398803710938
2025-12-29,77.37596130371094
2025-12-30,76.99798583984375
2025-12-31,76.62000274658203
2026-01-02,76.04000091552734
2026-01-05,75.58000183105469
2026-01-06,75.2300033569336
2026-01-07,74.72000122070312
2026-01-08,73.95999908447266
2026-01-09,73.87999725341797
2026-01-12,74.01000213623047
2026-01-13,75.47000122070312
2026-01-14,74.41000366210938
2026-01-15,75.25
2026-01-16,75.19000244140625
2026-01-20,73.3499984741211
2026-01-21,73.69000244140625
2026-01-22,74.33000183105469
2026-01-23,74.58999633789062
2026-01-26,77.01000213623047
2026-01-27,78.68000030517578
2026-01-28,78.95999908447266
2026-01-29,78.43000030517578
2026-01-30,78.31999969482422
2026-02-02,80.63999938964844
2026-02-03,83.11000061035156
2026-02-04,81.16000366210938
2026-02-05,82.83499908447266
