Price,Close,High,Low,Open,Volume
Ticker,GM,GM,GM,GM,GM
Date,,,,,
2012-01-03,15.697250366210938,15.794193805072775,15.47353714509496,15.533194098881486,9321300
2012-01-04,15.771821022033691,15.935878702418641,15.47353626997091,15.697249478434525,7856700
2012-01-05,16.532451629638672,16.621937784952834,15.63013846769644,15.734539219285328,17880600
2012-01-06,17.091732025146484,17.173760862339904,16.58464725401233,16.59956184665365,18234500
2012-01-09,17.032081604003906,17.47205229919294,16.927682260174098,17.300538685091286,12084500
2012-01-10,17.33036231994629,17.449676233633756,16.98733517367833,17.31544772515184,13538300
2012-01-11,18.24758529663086,18.374356485010686,17.404930754341738,17.427302642526573,21947000
2012-01-12,18.3967342376709,18.508590869584943,17.718135725413553,18.15810637696514,16750800
2012-01-13,18.11335563659668,18.381811144642263,17.829984116233422,18.098441046612596,12963100
2012-01-17,18.04624366760254,18.40418533811686,18.023871779820233,18.34452839303114,9385800
2012-01-18,18.277416229248047,18.32961588433883,17.912017221278656,18.098445373650833,8919200
2012-01-19,18.508586883544922,18.62790078820216,18.232674012400285,18.41164486938614,15222800
2012-01-20,18.6428165435791,18.72484539151774,18.523502631486917,18.590616884830524,9896400
2012-01-23,18.583160400390625,18.829245532636673,18.486218375950585,18.74721668110996,8923500
2012-01-24,18.4862117767334,18.59061106152864,18.269954489847734,18.52349682920782,8350000
2012-01-25,18.583160400390625,18.650274656669918,18.180474862714863,18.560788507519497,13441000
2012-01-26,18.43401336669922,19.015669656466592,18.344528658940412,18.717384926714267,11585300
2012-01-27,18.17302131652832,18.29979254771054,17.3974793322761,17.74796383150493,14784100
2012-01-30,18.068620681762695,18.322163145853267,17.85982200945348,17.94184944971741,6319800
2012-01-31,17.912019729614258,18.337075748972723,17.859820067213622,18.292333384391338,9190800
2012-02-01,18.17302131652832,18.329620319694094,17.94930662614744,18.143192122210497,13337500
2012-02-02,18.12827491760254,18.411646533526536,18.12081762009569,18.38181734349914,6670900
2012-02-03,19.522754669189453,19.71664010170374,18.48621468606865,18.64281363790684,25528100
2012-02-06,19.91053009033203,20.007472117605456,19.3512455532141,19.739015084641927,17264100
2012-02-07,19.552576065063477,19.85086212401487,19.500376431446988,19.85086212401487,10764100
2012-02-08,19.202096939086914,19.701724372647767,19.075325756770464,19.619695542227205,17524300
2012-02-09,19.194644927978516,19.552586686360215,19.015674048787666,19.358701211653266,7440000
2012-02-10,19.015670776367188,19.030585369316626,18.829242631500843,19.000756183417753,9819000
2012-02-13,18.896358489990234,19.388528720650804,18.799415049879947,19.388528720650804,10503600
2012-02-14,18.941097259521484,18.978383738008308,18.642812543295502,18.799411485938997,9885800
2012-02-15,18.590612411499023,19.202096419417774,18.568240524989672,19.18718182841154,13329000
2012-02-16,20.261009216308594,20.32812345686553,18.844155713403648,18.859070305157136,35313600
2012-02-17,20.38778305053711,20.641325453954224,20.141697943965667,20.261011848828552,17603600
2012-02-21,20.178983688354492,20.54438271214736,20.126784031003222,20.35795455170198,8593200
2012-02-22,19.798667907714844,20.231181135810417,19.78375473748204,20.193896076727665,10693300
2012-02-23,19.977638244628906,20.33557989765912,19.582410113782817,19.903066711330855,10300900
2012-02-24,19.44072914123535,20.096957089432166,19.43327184383152,20.059670602413004,9404600
2012-02-27,19.73155403137207,19.798668276839365,19.067870295455332,19.4407265825697,8600900
2012-02-28,19.492923736572266,19.7837525704298,19.463095977040073,19.75392338856393,7547000
2012-02-29,19.403444290161133,19.79867110057696,19.328872737635898,19.440729355256718,12018900
2012-03-01,19.739015579223633,19.98510072482808,19.500387731647706,19.53021692376178,8893300
